sid|fname
250|datasets/VCTK-Corpus/wav22/p250/p250_477.wav|I think the industry needs a big idea to rebuild confidence.
268|datasets/VCTK-Corpus/wav22/p268/p268_188.wav|This is absolutely not true.
340|datasets/VCTK-Corpus/wav22/p340/p340_228.wav|I am extremely cautious.
254|datasets/VCTK-Corpus/wav22/p254/p254_362.wav|It seemed a moving and fitting tribute.
284|datasets/VCTK-Corpus/wav22/p284/p284_059.wav|After that time, the market itself will set the prices.
263|datasets/VCTK-Corpus/wav22/p263/p263_356.wav|Thereafter, he set his mind on becoming a doctor.
298|datasets/VCTK-Corpus/wav22/p298/p298_167.wav|After that date, the numbers should stabilise or fall.
270|datasets/VCTK-Corpus/wav22/p270/p270_217.wav|The transaction is not feasible.
265|datasets/VCTK-Corpus/wav22/p265/p265_011.wav|This one did.
341|datasets/VCTK-Corpus/wav22/p341/p341_142.wav|To the Hebrews it was a token that there would be no more universal floods.
376|datasets/VCTK-Corpus/wav22/p376/p376_200.wav|"We've had an enjoyable adventure."
305|datasets/VCTK-Corpus/wav22/p305/p305_272.wav|That doesn't mean the Cabinet has to endorse.
335|datasets/VCTK-Corpus/wav22/p335/p335_248.wav|We were a shambles at the back.
284|datasets/VCTK-Corpus/wav22/p284/p284_026.wav|There was a final revealing detail about the broadcast.
329|datasets/VCTK-Corpus/wav22/p329/p329_146.wav|We've been calling for a level playing field.
313|datasets/VCTK-Corpus/wav22/p313/p313_118.wav|There is , according to legend, a boiling pot of gold at one end.
343|datasets/VCTK-Corpus/wav22/p343/p343_050.wav|I would love to play in Europe again.
312|datasets/VCTK-Corpus/wav22/p312/p312_046.wav|Sub Not Used, McKay.
333|datasets/VCTK-Corpus/wav22/p333/p333_350.wav|When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.
269|datasets/VCTK-Corpus/wav22/p269/p269_243.wav|It's not perfect.
304|datasets/VCTK-Corpus/wav22/p304/p304_074.wav|And there is no cause for it.
272|datasets/VCTK-Corpus/wav22/p272/p272_336.wav|They make a selective perception process.
228|datasets/VCTK-Corpus/wav22/p228/p228_260.wav|It is a policy which has the full support of the minister.
297|datasets/VCTK-Corpus/wav22/p297/p297_254.wav|After that, the Scottish Parliament will run the show.
270|datasets/VCTK-Corpus/wav22/p270/p270_145.wav|There was no hint of scandal.
232|datasets/VCTK-Corpus/wav22/p232/p232_397.wav|She had gone to the Catholic school.
302|datasets/VCTK-Corpus/wav22/p302/p302_305.wav|Others said they had been beaten by police.
308|datasets/VCTK-Corpus/wav22/p308/p308_040.wav|The move is considered a major breakthrough.
251|datasets/VCTK-Corpus/wav22/p251/p251_248.wav|We also need a small plastic snake and a big toy frog for the kids.
326|datasets/VCTK-Corpus/wav22/p326/p326_220.wav|I never had any confidence in it afterwards.
314|datasets/VCTK-Corpus/wav22/p314/p314_107.wav|I don't have any answer for them.
282|datasets/VCTK-Corpus/wav22/p282/p282_099.wav|My wife and family are the support system.
295|datasets/VCTK-Corpus/wav22/p295/p295_081.wav|The band was good, and it's been a great day.
269|datasets/VCTK-Corpus/wav22/p269/p269_325.wav|And thought we would get away with it.
236|datasets/VCTK-Corpus/wav22/p236/p236_218.wav|Something has got to change.
281|datasets/VCTK-Corpus/wav22/p281/p281_164.wav|Brown is an interesting man, but he is not desperate.
278|datasets/VCTK-Corpus/wav22/p278/p278_066.wav|Gerhard Schroeder was the victor.
341|datasets/VCTK-Corpus/wav22/p341/p341_297.wav|The decision is an absolute disgrace.
241|datasets/VCTK-Corpus/wav22/p241/p241_262.wav|Access has been a nightmare.
248|datasets/VCTK-Corpus/wav22/p248/p248_283.wav|Her condition was yesterday described as critical, but stable.
363|datasets/VCTK-Corpus/wav22/p363/p363_230.wav|We didn't want any trouble.
317|datasets/VCTK-Corpus/wav22/p317/p317_400.wav|Blood samples were taken.
270|datasets/VCTK-Corpus/wav22/p270/p270_385.wav|Please call Stella.
360|datasets/VCTK-Corpus/wav22/p360/p360_079.wav|That's when you hope to take advantage.
272|datasets/VCTK-Corpus/wav22/p272/p272_397.wav|Something is wrong.
286|datasets/VCTK-Corpus/wav22/p286/p286_058.wav|The bank was now involved.
254|datasets/VCTK-Corpus/wav22/p254/p254_009.wav|It's a long process.
262|datasets/VCTK-Corpus/wav22/p262/p262_154.wav|Who would have?
335|datasets/VCTK-Corpus/wav22/p335/p335_277.wav|A counter reaction was.
261|datasets/VCTK-Corpus/wav22/p261/p261_165.wav|These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.
267|datasets/VCTK-Corpus/wav22/p267/p267_061.wav|Certainly, the Taliban regime is finished.
326|datasets/VCTK-Corpus/wav22/p326/p326_209.wav|Hopefully they will turn out tonight.
316|datasets/VCTK-Corpus/wav22/p316/p316_292.wav|It is too much for me.
274|datasets/VCTK-Corpus/wav22/p274/p274_113.wav|Why do it otherwise ?)
258|datasets/VCTK-Corpus/wav22/p258/p258_252.wav|It was worth a photograph.
277|datasets/VCTK-Corpus/wav22/p277/p277_314.wav|There's been a mistake.
271|datasets/VCTK-Corpus/wav22/p271/p271_454.wav|There is no signature.
232|datasets/VCTK-Corpus/wav22/p232/p232_129.wav|Because we do not need it.
229|datasets/VCTK-Corpus/wav22/p229/p229_122.wav|People will ask about us.
280|datasets/VCTK-Corpus/wav22/p280/p280_401.wav|Indeed he has a lot of output.
318|datasets/VCTK-Corpus/wav22/p318/p318_312.wav|The waiting is over, well almost.
270|datasets/VCTK-Corpus/wav22/p270/p270_025.wav|I think, therefore I am ?
274|datasets/VCTK-Corpus/wav22/p274/p274_363.wav|Shareholders will be asked to approve a new replacement scheme.)
301|datasets/VCTK-Corpus/wav22/p301/p301_033.wav|His son is a local legend.
245|datasets/VCTK-Corpus/wav22/p245/p245_164.wav|It also provides a wealth of contrast within the movement.
318|datasets/VCTK-Corpus/wav22/p318/p318_385.wav|I can't believe the buzz.
275|datasets/VCTK-Corpus/wav22/p275/p275_126.wav|During the communist time they were very privileged.
266|datasets/VCTK-Corpus/wav22/p266/p266_403.wav|It wasn't a penalty, it was outside the area.
295|datasets/VCTK-Corpus/wav22/p295/p295_234.wav|WE live in a world of large numbers.
257|datasets/VCTK-Corpus/wav22/p257/p257_103.wav|The announcement was made after inquiries from a national newspaper.
294|datasets/VCTK-Corpus/wav22/p294/p294_294.wav|There did not need to be a miracle.
261|datasets/VCTK-Corpus/wav22/p261/p261_246.wav|They could not match it.
341|datasets/VCTK-Corpus/wav22/p341/p341_393.wav|It was just one of those things.
308|datasets/VCTK-Corpus/wav22/p308/p308_249.wav|Debbie Harry was cool.
262|datasets/VCTK-Corpus/wav22/p262/p262_136.wav|I knew he was good.
269|datasets/VCTK-Corpus/wav22/p269/p269_116.wav|It was the eighties.
236|datasets/VCTK-Corpus/wav22/p236/p236_006.wav|That was the case with David.
245|datasets/VCTK-Corpus/wav22/p245/p245_150.wav|The problem in Norway is outside the National.
300|datasets/VCTK-Corpus/wav22/p300/p300_009.wav|Does it work, is it safe, and is it right?
326|datasets/VCTK-Corpus/wav22/p326/p326_068.wav|She's now on the back benches.
347|datasets/VCTK-Corpus/wav22/p347/p347_299.wav|It is just part of modern day life.
272|datasets/VCTK-Corpus/wav22/p272/p272_253.wav|They must play for each other.
308|datasets/VCTK-Corpus/wav22/p308/p308_327.wav|I was just overwhelmed.
248|datasets/VCTK-Corpus/wav22/p248/p248_140.wav|I didn't play well last year.
276|datasets/VCTK-Corpus/wav22/p276/p276_415.wav|This year, it will amount to a few hundred thousand pounds.
277|datasets/VCTK-Corpus/wav22/p277/p277_290.wav|But I've won both ways.
294|datasets/VCTK-Corpus/wav22/p294/p294_186.wav|It was a big departure.
311|datasets/VCTK-Corpus/wav22/p311/p311_411.wav|The way ahead is not easy.
247|datasets/VCTK-Corpus/wav22/p247/p247_008.wav|How independent is that ?)
304|datasets/VCTK-Corpus/wav22/p304/p304_009.wav|At the end of the day, one has to be careful.
233|datasets/VCTK-Corpus/wav22/p233/p233_074.wav|The compromise is entirely on the arrival at that position.
265|datasets/VCTK-Corpus/wav22/p265/p265_331.wav|Souter will be back.
330|datasets/VCTK-Corpus/wav22/p330/p330_325.wav|I was delighted with every one of them.
364|datasets/VCTK-Corpus/wav22/p364/p364_003.wav|We're not either of those things.
311|datasets/VCTK-Corpus/wav22/p311/p311_131.wav|They got the job done.
277|datasets/VCTK-Corpus/wav22/p277/p277_144.wav|He has already suffered a good deal of unwanted attention.
294|datasets/VCTK-Corpus/wav22/p294/p294_412.wav|I saw it in a different way.
307|datasets/VCTK-Corpus/wav22/p307/p307_350.wav|I'm just feeling very tired - but it's great.
279|datasets/VCTK-Corpus/wav22/p279/p279_271.wav|This is the culture change in medicine.
279|datasets/VCTK-Corpus/wav22/p279/p279_233.wav|Painful, but only because it's true.
294|datasets/VCTK-Corpus/wav22/p294/p294_046.wav|We're playing away from home and that's it.
306|datasets/VCTK-Corpus/wav22/p306/p306_074.wav|One of them, a woman, is in serious condition.
273|datasets/VCTK-Corpus/wav22/p273/p273_388.wav|How independent is that ?
243|datasets/VCTK-Corpus/wav22/p243/p243_342.wav|It was a day she thought she would never see.
273|datasets/VCTK-Corpus/wav22/p273/p273_432.wav|It is a large number.
230|datasets/VCTK-Corpus/wav22/p230/p230_014.wav|Four other charges were dropped.
238|datasets/VCTK-Corpus/wav22/p238/p238_218.wav|Talk of a crisis is absurd.
308|datasets/VCTK-Corpus/wav22/p308/p308_114.wav|Crucially, though, United were still alive.
318|datasets/VCTK-Corpus/wav22/p318/p318_293.wav|After that, though, we are still waiting to see.
279|datasets/VCTK-Corpus/wav22/p279/p279_250.wav|She said she could not believe that they had run away.
285|datasets/VCTK-Corpus/wav22/p285/p285_143.wav|Yet the data is compelling.
256|datasets/VCTK-Corpus/wav22/p256/p256_123.wav|Ask her to bring these things with her from the store.
317|datasets/VCTK-Corpus/wav22/p317/p317_108.wav|There were no new cases yesterday.
263|datasets/VCTK-Corpus/wav22/p263/p263_363.wav|On Thursday, Mr Blair will address the Institute of Public Policy Research.
286|datasets/VCTK-Corpus/wav22/p286/p286_159.wav|And that culture is everywhere In Dublin.
282|datasets/VCTK-Corpus/wav22/p282/p282_118.wav|It was a hit.
264|datasets/VCTK-Corpus/wav22/p264/p264_154.wav|This fact is supported by audience research.)
272|datasets/VCTK-Corpus/wav22/p272/p272_369.wav|Our objective is to tackle poverty.
261|datasets/VCTK-Corpus/wav22/p261/p261_334.wav|The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.
254|datasets/VCTK-Corpus/wav22/p254/p254_191.wav|However, the figures were disputed by the Scottish Prison Service.
243|datasets/VCTK-Corpus/wav22/p243/p243_123.wav|The labour side has developed in the North area.
273|datasets/VCTK-Corpus/wav22/p273/p273_217.wav|The jury is still out.
268|datasets/VCTK-Corpus/wav22/p268/p268_086.wav|How are you, sir ?
335|datasets/VCTK-Corpus/wav22/p335/p335_229.wav|That nation is South Africa.
225|datasets/VCTK-Corpus/wav22/p225/p225_356.wav|Cast Away now on general release.
304|datasets/VCTK-Corpus/wav22/p304/p304_136.wav|That's how she wants to remember him.
279|datasets/VCTK-Corpus/wav22/p279/p279_200.wav|There would appear to be no motive for the attack.
251|datasets/VCTK-Corpus/wav22/p251/p251_002.wav|The court was shown a video of the house on that day.
361|datasets/VCTK-Corpus/wav22/p361/p361_021.wav|It is a very demanding course.
279|datasets/VCTK-Corpus/wav22/p279/p279_269.wav|Senior management in Scotland threw its weight behind the orchestra.
361|datasets/VCTK-Corpus/wav22/p361/p361_125.wav|The years of campaigning have been very difficult.
361|datasets/VCTK-Corpus/wav22/p361/p361_081.wav|It's going to happen.
345|datasets/VCTK-Corpus/wav22/p345/p345_049.wav|No injuries were reported.
229|datasets/VCTK-Corpus/wav22/p229/p229_389.wav|They thought they had found a home.
262|datasets/VCTK-Corpus/wav22/p262/p262_251.wav|If you can run a computer, you can talk to the world.
254|datasets/VCTK-Corpus/wav22/p254/p254_317.wav|We have the experience, the courses, and an abundance of confidence.
238|datasets/VCTK-Corpus/wav22/p238/p238_454.wav|I've had three shots and got nowhere near.
335|datasets/VCTK-Corpus/wav22/p335/p335_103.wav|Then there's the problem of sympathy.
236|datasets/VCTK-Corpus/wav22/p236/p236_065.wav|I have spoken to head office.
316|datasets/VCTK-Corpus/wav22/p316/p316_268.wav|We all knew it could not be true.
270|datasets/VCTK-Corpus/wav22/p270/p270_015.wav|They are the innocent victims.
360|datasets/VCTK-Corpus/wav22/p360/p360_252.wav|People look, but no one ever finds it.
271|datasets/VCTK-Corpus/wav22/p271/p271_029.wav|I guess I was lucky, though.
277|datasets/VCTK-Corpus/wav22/p277/p277_370.wav|It will include the Black Watch, the Royal Highland regiment.
305|datasets/VCTK-Corpus/wav22/p305/p305_317.wav|There has been a big change in defence.
262|datasets/VCTK-Corpus/wav22/p262/p262_174.wav|We have to reduce the number of plastic bags.
272|datasets/VCTK-Corpus/wav22/p272/p272_209.wav|It will include the Black Watch, the Royal Highland regiment.
341|datasets/VCTK-Corpus/wav22/p341/p341_028.wav|He was released in March this year.
238|datasets/VCTK-Corpus/wav22/p238/p238_213.wav|was everything done to save people ?
292|datasets/VCTK-Corpus/wav22/p292/p292_365.wav|There's a tremendous amount of adventure.
238|datasets/VCTK-Corpus/wav22/p238/p238_355.wav|He seems to have everything.
323|datasets/VCTK-Corpus/wav22/p323/p323_257.wav|The law has got to be upheld.
268|datasets/VCTK-Corpus/wav22/p268/p268_226.wav|Nonetheless, the overall picture is healthy.
295|datasets/VCTK-Corpus/wav22/p295/p295_097.wav|Tyson said he had made a mistake.
249|datasets/VCTK-Corpus/wav22/p249/p249_251.wav|Referees are easy targets.
298|datasets/VCTK-Corpus/wav22/p298/p298_402.wav|People are so negative about the whole business.
305|datasets/VCTK-Corpus/wav22/p305/p305_040.wav|Being a taxi driver right now is horrible.
284|datasets/VCTK-Corpus/wav22/p284/p284_418.wav|This time, for Rangers, it is certainly the latter.
343|datasets/VCTK-Corpus/wav22/p343/p343_198.wav|But we can't have a casino.
295|datasets/VCTK-Corpus/wav22/p295/p295_021.wav|It's an hour of the same response.
301|datasets/VCTK-Corpus/wav22/p301/p301_078.wav|We're talking about creating an attractive neighbourhood.
234|datasets/VCTK-Corpus/wav22/p234/p234_281.wav|And does it ?
236|datasets/VCTK-Corpus/wav22/p236/p236_094.wav|The weather in the area of the crash was severe.
318|datasets/VCTK-Corpus/wav22/p318/p318_401.wav|They've been wonderful to me.
285|datasets/VCTK-Corpus/wav22/p285/p285_154.wav|Now, suddenly, we have this new landscape.
238|datasets/VCTK-Corpus/wav22/p238/p238_263.wav|Frankly, it was worth the booking.
286|datasets/VCTK-Corpus/wav22/p286/p286_365.wav|Brown is an interesting man, but he is not desperate.
340|datasets/VCTK-Corpus/wav22/p340/p340_005.wav|I can't believe it happened.
265|datasets/VCTK-Corpus/wav22/p265/p265_293.wav|I might come back.
227|datasets/VCTK-Corpus/wav22/p227/p227_092.wav|I had a fortunate war.
236|datasets/VCTK-Corpus/wav22/p236/p236_245.wav|Becoming a father was wonderful.
244|datasets/VCTK-Corpus/wav22/p244/p244_243.wav|However, it is understood that offers of further payments are unlikely.
286|datasets/VCTK-Corpus/wav22/p286/p286_047.wav|Why change it ?
264|datasets/VCTK-Corpus/wav22/p264/p264_380.wav|He has been chosen as captain because of the person he is.)
362|datasets/VCTK-Corpus/wav22/p362/p362_137.wav|Cooking is intricate and complex.
257|datasets/VCTK-Corpus/wav22/p257/p257_404.wav|He can do no wrong.
334|datasets/VCTK-Corpus/wav22/p334/p334_192.wav|It is a triumphant performance, which defies the years.
250|datasets/VCTK-Corpus/wav22/p250/p250_012.wav|Customers would then be consulted over any changes.
360|datasets/VCTK-Corpus/wav22/p360/p360_181.wav|I'm not going to blame the band.
316|datasets/VCTK-Corpus/wav22/p316/p316_376.wav|They use them for everything.
240|datasets/VCTK-Corpus/wav22/p240/p240_168.wav|The hotel was now for sale.
339|datasets/VCTK-Corpus/wav22/p339/p339_211.wav|We're not that bad.
247|datasets/VCTK-Corpus/wav22/p247/p247_462.wav|The spirit in the dressing room is tremendous.)
336|datasets/VCTK-Corpus/wav22/p336/p336_216.wav|We have been through this with the lawyers.
275|datasets/VCTK-Corpus/wav22/p275/p275_083.wav|We have to look at everything before we make any final decision.
238|datasets/VCTK-Corpus/wav22/p238/p238_130.wav|He's very young and very keen to do well.
341|datasets/VCTK-Corpus/wav22/p341/p341_082.wav|You are a liar.
288|datasets/VCTK-Corpus/wav22/p288/p288_190.wav|People will ask about us.
262|datasets/VCTK-Corpus/wav22/p262/p262_242.wav|Miller was every bit as happy.
237|datasets/VCTK-Corpus/wav22/p237/p237_310.wav|There will be no shortage of quality applicants.
345|datasets/VCTK-Corpus/wav22/p345/p345_244.wav|Then another one came.
255|datasets/VCTK-Corpus/wav22/p255/p255_084.wav|Strathclyde Police are expected to make an announcement next month.
255|datasets/VCTK-Corpus/wav22/p255/p255_040.wav|Plans to celebrate the Queen's Golden Jubilee will proceed.
